Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Pnisr	86.111111	0	0	0	97	197	0	0	224	257	0
Odr4	86.111111	0	0	146	104	141	0	0	115	269	0
Dhx16	86.111111	0	0	0	0	271	0	122	194	188	0
Akap13	86.111111	0	0	0	0	355	86	0	104	230	0
Zfp180	86.000000	0	0	0	0	155	0	0	270	349	0
Azin1	86.000000	0	0	0	0	336	136	0	121	181	0
Agmo	85.888889	0	338	117	318	0	0	0	0	0	0
Rpl13a	85.777778	0	0	0	0	373	136	0	132	131	0
Nars	85.777778	0	0	0	91	163	0	0	175	343	0
Zfp513	85.666667	0	0	0	0	242	130	0	170	229	0
Ccnl1	85.666667	0	0	0	238	237	136	0	0	160	0
Atp5g2	85.666667	0	0	0	0	235	0	112	203	221	0
Lig3	85.555556	0	0	0	0	478	292	0	0	0	0
Cox18	85.444444	0	0	0	0	211	115	0	155	288	0
AB124611	85.444444	0	0	0	0	172	0	128	296	173	0
Rufy1	85.222222	0	0	0	0	465	302	0	0	0	0
Per2	85.222222	0	0	0	0	0	0	397	186	184	0
Hinfp	85.222222	0	0	0	140	148	113	0	163	203	0
Cdk20	85.222222	0	0	0	0	519	248	0	0	0	0
Rida	85.111111	0	0	0	0	471	172	0	0	123	0
Pop1	85.111111	0	0	0	0	471	172	0	0	123	0
Wdfy2	85.000000	0	0	0	0	285	0	0	166	314	0
Lcorl	85.000000	0	0	0	0	242	0	0	171	352	0
Tank	84.888889	0	190	126	0	174	0	0	107	167	0
Fam83g	84.888889	0	0	0	0	501	263	0	0	0	0
Rnaseh2b	84.777778	0	0	0	0	324	151	117	0	171	0
Actr1b	84.777778	0	194	134	267	168	0	0	0	0	0
Serpina3i	84.666667	0	0	122	163	0	0	209	268	0	0
Rgs14	84.555556	0	0	0	204	256	0	0	143	158	0
Psmd9	84.444444	0	0	0	0	359	213	0	0	188	0
E4f1	84.444444	0	0	0	0	321	0	0	439	0	0
Selenow	84.222222	0	0	0	102	348	192	0	116	0	0
Rab7	84.222222	0	0	0	0	426	208	0	0	124	0
Usp48	84.000000	0	0	0	142	195	0	0	107	312	0
Pycrl	83.888889	0	0	0	0	351	404	0	0	0	0
Surf2	83.777778	0	0	0	0	480	274	0	0	0	0
Surf1	83.777778	0	0	0	0	480	274	0	0	0	0
Strbp	83.777778	0	0	0	0	487	267	0	0	0	0
Pou2af1	83.777778	0	0	0	0	251	87	0	247	169	0
A630001G21Rik	83.777778	0	192	179	258	125	0	0	0	0	0
Wee1	83.666667	0	0	0	0	321	246	0	0	186	0
Rps11	83.666667	0	0	0	0	270	363	0	0	120	0
Tbcd	83.444444	0	0	0	152	142	0	100	160	197	0
Pnp	83.333333	0	109	0	77	175	145	0	104	140	0
Gtf2a1	83.333333	0	0	0	0	372	181	0	0	197	0
Ccp110	83.333333	0	0	0	0	146	0	0	284	320	0
Sirt2	83.222222	0	0	0	0	95	0	0	371	283	0
Nfkbib	83.222222	0	0	0	0	95	0	0	371	283	0
Neil1	83.222222	0	215	133	246	0	0	0	0	155	0
Zcwpw2	83.111111	0	0	0	0	233	0	0	149	366	0
Napg	83.111111	0	0	0	159	212	0	0	142	235	0
Naaa	83.111111	0	0	268	302	178	0	0	0	0	0
Cep128	83.111111	0	0	0	0	0	0	83	210	455	0
Azi2	83.111111	0	0	0	0	233	0	0	149	366	0
Polr3a	83.000000	0	0	0	108	264	0	0	100	275	0
Bbs7	83.000000	0	0	0	0	505	242	0	0	0	0
Senp8	82.888889	0	0	0	0	428	318	0	0	0	0
Myo9a	82.888889	0	0	0	0	428	318	0	0	0	0
Gins4	82.777778	0	0	0	0	218	123	0	218	186	0
Zfp729a	82.666667	0	0	0	142	140	0	0	186	276	0
Havcr2	82.666667	0	194	0	0	300	0	0	250	0	0
Tmem108	82.555556	0	0	0	0	527	216	0	0	0	0
Snx17	82.555556	0	0	0	0	234	0	0	133	376	0
Eif2b4	82.555556	0	0	0	0	234	0	0	133	376	0
Lax1	82.444444	0	0	0	0	0	0	0	250	492	0
Dpagt1	82.444444	0	0	0	0	484	138	0	0	120	0
Dhps	82.444444	0	0	0	0	503	239	0	0	0	0
Hexim2	82.333333	0	116	0	0	82	0	109	242	192	0
Eif3e	82.333333	0	0	0	0	219	224	0	116	182	0
C1qbp	82.333333	0	0	0	0	164	294	165	0	118	0
Timm13	82.222222	0	0	0	0	169	117	0	202	252	0
Ppa1	82.222222	0	0	0	0	495	245	0	0	0	0
H4c4	82.222222	0	0	0	0	194	201	95	118	132	0
Exosc4	82.222222	0	0	0	0	210	0	0	198	332	0
Syne3	82.111111	0	0	0	0	350	0	0	0	389	0
Lipe	82.111111	0	403	154	182	0	0	0	0	0	0
Ipo4	82.111111	0	0	0	0	486	253	0	0	0	0
Farsa	82.111111	0	0	0	103	157	114	0	151	214	0
Fam8a1	82.111111	0	0	0	0	159	0	137	162	281	0
Coq10b	82.111111	0	0	0	0	318	260	0	0	161	0
Aaas	82.111111	0	0	0	210	164	0	0	108	257	0
Cenpw	82.000000	0	0	0	0	356	0	0	174	208	0
Polr2a	81.888889	0	0	0	0	378	142	114	0	103	0
Spg11	81.777778	0	0	0	0	146	214	137	104	135	0
Crls1	81.777778	0	0	0	0	400	226	0	0	110	0
Ap4e1	81.777778	0	0	0	154	158	0	0	191	233	0
Washc4	81.666667	0	0	0	0	353	249	0	0	133	0
Sass6	81.666667	0	0	141	97	164	0	0	182	151	0
N4bp2l2	81.666667	0	0	0	0	127	0	0	352	256	0
Aebp2	81.666667	0	0	189	330	0	0	0	0	216	0
Rps2	81.555556	0	0	0	0	287	233	0	82	132	0
Nudcd1	81.444444	0	0	142	0	0	0	0	210	381	0
Klhl20	81.444444	0	0	0	89	131	0	0	185	328	0
H2aw	81.444444	0	0	0	0	247	291	0	0	195	0
Eny2	81.444444	0	0	142	0	0	0	0	210	381	0
Batf	81.333333	0	0	0	0	347	187	0	198	0	0
Ppp6c	81.222222	0	0	0	125	115	0	0	169	322	0
Phf23	81.222222	0	0	0	0	0	0	0	344	387	0
Phf12	81.222222	0	0	0	0	121	116	0	199	295	0
Trim37	81.111111	0	0	0	0	304	426	0	0	0	0
Tmem97	81.111111	0	0	0	0	358	269	103	0	0	0
Rps20	81.111111	0	0	0	0	223	137	0	136	234	0
Nap1l4	81.111111	0	0	0	0	278	0	0	285	167	0
Cd274	81.111111	0	124	0	0	181	131	0	180	114	0
Abcb6	81.111111	0	0	0	0	481	249	0	0	0	0
Glmp	81.000000	0	0	0	0	419	310	0	0	0	0
Fgf13	81.000000	0	0	0	0	173	0	0	331	225	0
Dffa	81.000000	0	0	0	0	100	0	0	208	421	0
Taf12	80.888889	0	0	0	0	324	233	0	0	171	0
Slc39a11	80.888889	0	0	0	0	433	295	0	0	0	0
Rexo4	80.888889	0	0	75	119	0	0	0	152	382	0
Pold3	80.888889	0	0	0	0	216	0	123	137	252	0
Frg1	80.888889	0	0	0	0	108	0	0	227	393	0
Rabac1	80.777778	0	0	0	0	145	0	0	260	322	0
Polr3d	80.777778	0	0	0	99	318	194	0	0	116	0
Khk	80.777778	0	0	0	0	540	187	0	0	0	0
Evi2a	80.777778	0	145	0	0	365	0	0	217	0	0
Evi2	80.777778	0	145	0	0	365	0	0	217	0	0
Sod1	80.666667	0	0	0	0	386	207	0	0	133	0
Glt28d2	80.666667	0	0	0	0	0	0	0	420	306	0
Cstf1	80.666667	0	0	116	0	209	0	0	153	248	0
Aurka	80.666667	0	0	116	0	209	0	0	153	248	0
Nt5dc3	80.333333	0	0	0	0	424	171	0	0	128	0
Mrpl39	80.222222	0	0	0	0	191	0	104	141	286	0
Hibadh	80.222222	0	423	0	0	166	0	0	0	133	0
Ddx55	80.222222	0	0	0	0	225	84	90	89	234	0
Cfap74	80.222222	0	0	0	0	435	287	0	0	0	0
Tuba4a	80.111111	0	0	0	0	433	288	0	0	0	0
Dcaf11	80.111111	0	0	0	0	336	158	0	106	121	0
Cisd2	80.111111	0	0	0	0	446	275	0	0	0	0
Ccdc57	80.111111	0	0	107	83	221	0	0	154	156	0
Pan2	80.000000	0	80	0	136	90	0	103	136	175	0
Gpd2	79.888889	0	0	0	0	99	0	0	235	385	0
Pprc1	79.777778	0	0	0	0	79	0	0	250	389	0
Atp5l	79.777778	0	0	320	398	0	0	0	0	0	0
A130010J15Rik	79.777778	0	0	0	87	197	0	0	194	240	0
Rps27l	79.666667	0	0	129	124	153	0	0	116	195	0
Rhbdd3	79.666667	0	0	196	209	155	0	0	0	157	0
Fbxo5	79.666667	0	0	0	0	365	229	0	0	123	0
Ewsr1	79.666667	0	0	196	209	155	0	0	0	157	0
Tmem186	79.555556	0	0	0	0	297	225	0	93	101	0
Pmm2	79.555556	0	0	0	0	297	225	0	93	101	0
Qtrt2	79.444444	0	0	0	0	215	0	0	144	356	0
Ppid	79.444444	0	430	0	0	152	0	0	0	133	0
Nprl2	79.444444	0	0	0	0	251	0	0	238	226	0
Cyb561d2	79.444444	0	0	0	0	251	0	0	238	226	0
Ccdc191	79.444444	0	0	0	0	215	0	0	144	356	0
Timm21	79.333333	0	70	0	0	102	89	0	231	222	0
Rpp14	79.333333	0	0	80	123	200	61	0	93	157	0
Htd2	79.333333	0	0	80	123	200	61	0	93	157	0
Fbxo15	79.333333	0	70	0	0	102	89	0	231	222	0
Wfdc17	79.222222	0	531	0	182	0	0	0	0	0	0
Ube2f	79.000000	0	0	0	0	212	0	0	265	234	0
Tbc1d20	79.000000	0	0	0	0	469	242	0	0	0	0
Hoxa4	79.000000	0	0	0	0	544	167	0	0	0	0
Uap1	78.888889	0	0	0	0	293	0	0	117	300	0
Get4	78.888889	0	0	0	0	435	275	0	0	0	0
Eya2	78.888889	0	0	0	0	291	121	0	298	0	0
Cnnm2	78.888889	0	0	0	0	335	244	0	0	131	0
Aldh18a1	78.888889	0	0	0	0	244	0	0	185	281	0
Mrps33	78.777778	0	0	0	0	206	0	107	131	265	0
Lat	78.777778	0	0	0	0	279	141	0	125	164	0
Dcps	78.777778	0	0	0	0	200	0	0	132	377	0
Larp1	78.666667	0	0	0	0	183	132	0	296	97	0
Tpcn2	78.555556	0	462	0	167	0	0	0	78	0	0
Skil	78.555556	0	0	0	0	153	0	0	243	311	0
Exd2	78.555556	0	0	0	142	166	0	0	151	248	0
Cxxc1	78.555556	0	0	0	110	207	0	0	123	267	0
Ttc13	78.444444	0	0	0	0	131	197	91	0	287	0
Gadd45g	78.444444	0	0	0	0	381	325	0	0	0	0
Arv1	78.444444	0	0	0	0	131	197	91	0	287	0
Zwint	78.222222	0	164	0	0	176	0	0	196	168	0
Pigu	78.222222	0	0	0	0	269	0	0	134	301	0
Gtf2b	78.222222	0	0	0	0	249	126	0	118	211	0
Enox2	78.222222	0	233	0	0	177	0	0	137	157	0
Calm2	78.222222	0	0	164	0	261	171	0	0	108	0
Rnh1	78.111111	0	0	0	0	386	317	0	0	0	0
Flt3l	78.111111	0	0	0	0	192	0	0	214	297	0
Bub1b	78.111111	0	0	0	0	152	191	0	217	143	0
Abi2	78.111111	0	0	0	0	158	0	0	476	69	0
Nop58	78.000000	0	0	0	0	294	0	0	221	187	0
Eloa	78.000000	0	0	0	0	136	140	0	152	274	0
Cacybp	77.888889	0	0	0	115	132	0	90	164	200	0
Snx8	77.777778	0	0	0	0	440	260	0	0	0	0
Rubcn	77.777778	0	0	0	0	178	228	0	118	176	0
Rsu1	77.777778	0	0	0	0	370	236	0	94	0	0
Rbm17	77.777778	0	0	0	0	316	145	0	113	126	0
Mapk1	77.777778	0	0	0	102	152	176	0	109	161	0
Xrn1	77.666667	0	0	0	0	329	0	0	153	217	0
Sf3a3	77.666667	0	0	0	112	267	0	0	0	320	0
Nedd9	77.666667	0	0	0	77	387	113	0	0	122	0
Zfp41	77.555556	0	0	0	0	257	0	0	199	242	0
Stk19	77.555556	0	0	0	0	263	0	0	180	255	0
Ist1	77.555556	0	0	0	189	192	0	0	119	198	0
Dxo	77.555556	0	0	0	0	263	0	0	180	255	0
Itgam	77.444444	0	451	0	246	0	0	0	0	0	0
Sting1	77.333333	0	0	0	0	295	0	0	178	223	0
Snx2	77.333333	0	0	0	0	487	209	0	0	0	0
Ncln	77.333333	0	0	0	0	0	0	137	184	375	0
Thumpd3	77.222222	0	0	78	0	198	125	0	0	294	0
Mis18bp1	77.222222	0	0	135	150	0	0	0	102	308	0
H4c8	77.222222	0	0	0	0	248	177	127	0	143	0
Hspa5	77.111111	0	0	0	0	352	201	0	0	141	0
Hoxb4	77.000000	0	0	0	0	348	345	0	0	0	0
Hectd1	77.000000	0	0	0	0	245	0	0	197	251	0
Fdxacb1	77.000000	0	0	0	86	176	0	0	187	244	0
Fahd1	77.000000	0	0	0	111	352	230	0	0	0	0
Dusp3	77.000000	0	0	0	0	441	252	0	0	0	0
1110032A03Rik	77.000000	0	0	0	86	176	0	0	187	244	0
Polr3e	76.888889	0	0	0	0	157	91	105	113	226	0
Nfx1	76.888889	0	0	0	0	405	287	0	0	0	0
Tcerg1	76.777778	0	0	0	0	312	110	0	128	141	0
Smarcal1	76.777778	0	0	0	0	0	0	0	292	399	0
Rpl17	76.777778	0	183	0	131	0	0	0	241	136	0
Polr3b	76.777778	0	0	0	162	123	0	0	152	254	0
Nelfa	76.777778	0	0	0	0	149	0	153	134	255	0
Haspin	76.777778	0	0	0	0	280	0	114	176	121	0
Exoc1	76.777778	0	0	0	0	269	240	0	0	182	0
Snd1	76.666667	0	0	0	0	146	84	0	236	224	0
Sh3kbp1	76.666667	0	231	151	308	0	0	0	0	0	0
Pde4b	76.666667	0	0	0	0	93	0	0	506	91	0
Ifi27	76.666667	0	0	0	0	400	290	0	0	0	0
Bcl2a1b	76.666667	0	0	0	172	207	0	0	178	133	0
BC035044	76.666667	0	460	0	91	0	0	0	139	0	0
Srsf1	76.555556	0	0	193	188	176	0	0	0	132	0
Satb1	76.555556	0	0	0	0	286	0	0	210	193	0
Mpp4	76.555556	0	0	0	0	251	0	0	240	198	0
Gpr55	76.555556	0	218	258	213	0	0	0	0	0	0
Tomm20	76.444444	0	0	0	0	259	252	0	0	177	0
Ppt1	76.444444	0	0	0	0	446	242	0	0	0	0
Ndufs1	76.444444	0	0	130	238	92	0	0	0	228	0
Fam111a	76.444444	0	431	0	183	0	0	0	0	74	0
Eef1b2	76.444444	0	0	130	238	92	0	0	0	228	0
Ddx11	76.444444	0	0	0	0	305	245	0	0	138	0
Cdk5	76.444444	0	0	0	0	97	0	147	212	232	0
Calhm6	76.444444	0	207	0	0	0	0	0	481	0	0
Zfp719	76.222222	0	170	0	78	130	0	0	137	171	0
Timm10	76.000000	0	0	0	116	199	0	0	147	222	0
Sdad1	76.000000	0	0	0	0	353	185	0	0	146	0
Cdc16	76.000000	0	684	0	0	0	0	0	0	0	0
Ccz1	76.000000	0	0	0	0	214	0	111	163	196	0
Ybx1	75.888889	0	0	0	0	378	212	93	0	0	0
Tgm1	75.888889	0	293	136	254	0	0	0	0	0	0
Tcf3	75.888889	0	123	117	199	73	0	0	171	0	0
Ctdp1	75.888889	0	0	0	0	179	70	0	159	275	0
Commd3	75.888889	0	0	0	0	371	226	0	0	86	0
Armcx3	75.888889	0	0	0	0	495	188	0	0	0	0
Desi2	75.777778	0	0	0	0	199	0	0	236	247	0
Ccdc107	75.777778	0	0	0	211	313	0	0	158	0	0
Hilpda	75.666667	0	0	0	0	358	0	0	0	323	0
Gtf2h3	75.666667	0	0	0	0	312	132	0	0	237	0
Eif2b1	75.666667	0	0	0	0	312	132	0	0	237	0
Mterf1a	75.555556	0	0	0	0	206	0	0	198	276	0
Srsf7	75.444444	0	0	0	86	256	171	0	0	166	0
Hps6	75.444444	0	0	0	0	555	0	0	124	0	0
Gosr1	75.444444	0	0	0	100	247	0	0	171	161	0
Ubald1	75.333333	0	0	0	0	314	364	0	0	0	0
Usp8	75.222222	0	0	0	0	139	0	126	144	268	0
Ppme1	75.222222	0	0	0	72	113	0	0	156	336	0
Cnpy2	75.222222	0	0	0	0	208	362	0	0	107	0
C2cd3	75.222222	0	0	0	72	113	0	0	156	336	0
Mphosph10	75.111111	0	0	115	0	215	0	0	121	225	0
Mgst1	75.111111	0	279	136	261	0	0	0	0	0	0
Mcee	75.111111	0	0	115	0	215	0	0	121	225	0
Ctnna3	75.111111	0	0	0	0	416	260	0	0	0	0
Bms1	75.111111	0	0	190	147	122	0	0	0	217	0
Ppwd1	74.888889	0	0	0	103	158	0	0	109	304	0
Mknk1	74.888889	0	0	0	0	304	370	0	0	0	0
Fkbp4	74.888889	0	0	0	0	165	0	218	291	0	0
Cpsf1	74.888889	0	0	0	0	181	0	0	195	298	0
Cenpk	74.888889	0	0	0	103	158	0	0	109	304	0
Adprhl2	74.888889	0	0	0	0	222	0	146	162	144	0
Tmc8	74.777778	0	0	0	0	396	174	0	0	103	0
Rpia	74.777778	0	0	0	0	186	0	0	235	252	0
Ptprc	74.777778	0	145	0	0	290	0	0	238	0	0
Mtch2	74.777778	0	0	0	0	271	292	110	0	0	0
Trmt1	74.666667	0	0	0	0	369	303	0	0	0	0
Plbd2	74.666667	0	0	0	0	466	206	0	0	0	0
Mfsd8	74.666667	0	0	0	0	123	0	157	134	258	0
Bloc1s5	74.666667	0	0	0	0	253	0	0	114	305	0
Slc31a2	74.555556	0	0	0	0	443	228	0	0	0	0
Gbp8	74.555556	0	0	0	0	334	0	0	168	169	0
Wdcp	74.444444	0	0	0	0	130	291	0	142	107	0
Jpt1	74.444444	0	0	0	0	258	206	90	0	116	0
Wdr75	74.333333	0	0	0	151	182	0	0	93	243	0
Vti1b	74.333333	0	0	0	0	130	0	0	137	402	0
Mettl17	74.333333	0	0	0	86	191	0	0	183	209	0
Bex3	74.333333	0	0	0	0	414	255	0	0	0	0
Dtnbp1	74.222222	0	0	135	279	254	0	0	0	0	0
Mrps31	74.111111	0	0	0	0	330	0	0	165	172	0
Igsf6	74.111111	0	0	123	544	0	0	0	0	0	0
Atp5o	74.111111	0	0	0	0	189	0	0	208	270	0
Ahcyl1	74.111111	0	0	0	0	232	0	0	148	287	0
Cfap126	74.000000	0	189	0	0	477	0	0	0	0	0
Akip1	74.000000	0	0	0	0	449	217	0	0	0	0
U2af1l4	73.888889	0	0	0	0	183	390	0	92	0	0
Rps3a1	73.888889	176	0	0	0	248	0	0	0	241	0
Psenen	73.888889	0	0	0	0	183	390	0	92	0	0
Phc3	73.888889	0	0	0	0	391	274	0	0	0	0
Gtf2h4	73.888889	0	165	0	0	98	0	0	181	221	0
Dhodh	73.888889	0	0	0	136	183	0	60	88	198	0
Cpne3	73.888889	0	0	0	0	0	0	97	459	109	0
Ccdc77	73.888889	0	0	0	0	137	92	0	278	158	0
Large1	73.777778	0	0	249	270	145	0	0	0	0	0
Ccnc	73.777778	0	0	0	137	150	0	77	146	154	0
Baz2a	73.777778	0	204	234	226	0	0	0	0	0	0
Trmt2a	73.555556	0	0	0	0	182	0	92	158	230	0
Ranbp1	73.555556	0	0	0	0	182	0	92	158	230	0
Tsr2	73.444444	0	0	0	0	478	183	0	0	0	0
Ppp1r10	73.333333	0	0	0	0	184	250	0	0	226	0
Mrps18b	73.333333	0	0	0	0	184	250	0	0	226	0
Abcf1	73.333333	0	0	0	0	310	243	0	0	107	0
Zfp335	73.222222	0	0	214	0	0	0	0	143	302	0
Usp38	73.222222	0	0	0	87	285	287	0	0	0	0
Usp2	73.222222	0	0	0	0	164	107	134	140	114	0
Pih1d2	73.222222	0	0	220	80	0	0	0	128	231	0
Nkapd1	73.222222	0	0	220	80	0	0	0	128	231	0
Dnase2a	73.222222	0	0	0	0	227	210	97	0	125	0
Mtrf1l	73.111111	0	0	0	0	113	0	0	408	137	0
Katna1	73.111111	0	0	0	0	171	0	140	178	169	0
H2bc4	73.111111	0	0	0	0	195	155	0	138	170	0
H2ac6	73.111111	0	0	0	0	195	155	0	138	170	0
Fbxl5	73.111111	0	0	0	0	350	308	0	0	0	0
Commd7	73.111111	0	166	0	0	161	0	0	127	204	0
Psmb2	73.000000	0	0	112	0	268	117	0	0	160	0
Nucb1	73.000000	0	0	0	0	189	0	0	277	191	0
Ints4	73.000000	0	118	116	0	148	0	0	112	163	0
Efnb1	73.000000	239	296	122	0	0	0	0	0	0	0
Rexo2	72.888889	0	0	0	0	150	0	0	220	286	0
Rbm28	72.777778	0	157	0	0	207	0	0	142	149	0
Fbxw4	72.777778	0	0	0	0	352	303	0	0	0	0
Bmp2k	72.777778	0	0	0	0	441	214	0	0	0	0
Abhd11	72.777778	0	109	0	110	110	0	0	196	130	0
Utp25	72.666667	0	0	123	0	242	133	0	0	156	0
Slc9a9	72.666667	0	0	0	0	317	0	0	337	0	0
Map2k1	72.666667	0	0	0	0	274	271	0	0	109	0
Gle1	72.666667	0	0	0	0	197	0	142	113	202	0
Gse1	72.555556	0	0	0	0	0	0	0	214	439	0
Sharpin	72.444444	0	0	0	0	161	0	0	138	353	0
Nsa2	72.444444	0	0	87	162	127	0	0	106	170	0
Maf1	72.444444	0	0	0	0	161	0	0	138	353	0
Gfm2	72.444444	0	0	87	162	127	0	0	106	170	0
Get1	72.444444	0	0	0	0	212	0	126	168	146	0
Aatk	72.444444	0	341	0	85	226	0	0	0	0	0
Vgll4	72.333333	0	0	0	0	169	0	0	210	272	0
Tcea1	72.333333	0	0	0	114	153	0	0	181	203	0
Rpl21	72.333333	0	0	145	209	119	0	0	0	178	0
Rgs2	72.333333	0	0	0	0	289	165	0	0	197	0
Rrp1	72.222222	0	0	0	0	248	112	0	151	139	0
Rps3	72.222222	0	0	0	0	149	0	85	189	227	0
Rabgap1	72.222222	0	0	0	0	258	144	0	138	110	0
Vps13d	72.111111	0	0	0	129	181	0	0	122	217	0
Ube3c	72.111111	0	0	0	0	93	0	0	242	314	0
Trip12	72.111111	0	0	138	186	106	0	0	0	219	0
Ap1ar	72.111111	0	0	0	0	174	0	0	226	249	0
Cdiptos	72.000000	0	0	0	97	189	0	113	133	116	0
Cdipt	72.000000	0	0	0	97	189	0	113	133	116	0
Utp6	71.888889	0	176	0	0	165	0	0	134	172	0
Tmem115	71.888889	0	0	0	0	0	0	0	285	362	0
Thap11	71.888889	0	0	0	0	187	0	0	174	286	0
Metap1	71.888889	0	0	0	0	276	104	0	267	0	0
Psma4	71.777778	0	0	0	0	320	326	0	0	0	0
Pcna	71.777778	0	0	0	147	169	149	0	0	181	0
Noc3l	71.777778	0	0	0	90	224	0	61	139	132	0
AY074887	71.777778	0	0	0	0	320	326	0	0	0	0
Scfd2	71.666667	0	0	0	0	363	0	124	0	158	0
Psmf1	71.666667	0	0	0	0	217	0	0	192	236	0
Psme4	71.666667	0	508	0	137	0	0	0	0	0	0
Gpr146	71.666667	0	0	0	0	469	176	0	0	0	0
Rbm48	71.555556	0	0	0	95	218	0	0	91	240	0
Pex1	71.555556	0	0	0	95	218	0	0	91	240	0
Meaf6	71.555556	0	0	0	0	173	0	125	146	200	0
Iars	71.555556	0	0	0	0	200	121	0	127	196	0
Ywhag	71.444444	0	0	0	0	250	0	0	123	270	0
Stat1	71.333333	0	0	0	0	162	0	0	211	269	0
Leng8	71.333333	0	0	0	83	207	0	0	200	152	0
Inpp5f	71.333333	642	0	0	0	0	0	0	0	0	0
Cd300lb	71.333333	0	0	222	209	211	0	0	0	0	0
Ube2v1	71.222222	0	0	0	0	115	0	101	237	188	0
Ttc30a1	71.222222	0	0	0	155	0	0	0	248	238	0
Osm	71.222222	0	0	0	0	293	259	0	0	89	0
Gpank1	71.222222	0	0	0	0	97	0	0	127	417	0
Csnk2b	71.222222	0	0	0	0	97	0	0	127	417	0
Tcta	71.111111	0	0	0	0	302	239	0	0	99	0
Rhoa	71.111111	0	0	0	0	302	239	0	0	99	0
Ndufb3	71.111111	0	0	0	270	0	0	0	0	370	0
Fam126b	71.111111	0	0	0	270	0	0	0	0	370	0
Riok2	71.000000	0	77	0	85	157	0	0	150	170	0
Gins3	71.000000	0	0	0	0	293	0	0	211	135	0
Ddx39b	71.000000	0	0	0	0	292	162	0	0	185	0
Wipf2	70.888889	0	0	0	0	281	120	152	0	85	0
Vps28	70.888889	0	0	87	0	262	0	0	178	111	0
Srp54a	70.888889	0	0	0	202	0	0	0	169	267	0
Trap1	70.777778	0	0	0	0	185	0	0	157	295	0
Tmem167b	70.777778	0	0	0	155	164	0	75	83	160	0
Gprc5c	70.777778	0	637	0	0	0	0	0	0	0	0
Spata5	70.666667	0	0	0	130	134	0	0	111	261	0
Rrs1	70.666667	0	0	0	0	229	0	0	134	273	0
Nudt6	70.666667	0	0	0	130	134	0	0	111	261	0
Dennd5a	70.666667	0	255	0	0	0	0	0	381	0	0
Tle4	70.555556	0	0	0	0	288	102	0	124	121	0
Magt1	70.555556	0	0	0	0	349	286	0	0	0	0
Kctd5	70.555556	0	0	0	0	92	0	85	171	287	0
Canx	70.555556	0	0	0	0	242	180	0	0	213	0
Rplp1	70.444444	0	0	0	0	178	105	103	123	125	0
Rgl2	70.444444	0	0	0	224	121	0	0	83	206	0
Exo5	70.444444	0	0	0	0	208	147	92	0	187	0
Cstb	70.444444	0	0	0	0	461	173	0	0	0	0
Atp13a3	70.444444	0	0	0	0	386	248	0	0	0	0
Adgrl1	70.444444	0	0	276	358	0	0	0	0	0	0
Ddx56	70.333333	0	0	0	0	142	157	0	139	195	0
Zfc3h1	70.222222	0	0	0	103	155	0	0	108	266	0
Thap2	70.222222	0	0	0	103	155	0	0	108	266	0
Srm	70.222222	0	0	0	0	290	204	0	0	138	0
Mtres1	70.222222	0	0	0	0	351	121	0	0	160	0
Cops4	70.222222	0	0	0	0	242	0	0	66	324	0
Arhgap11a	70.222222	0	150	0	179	0	0	0	157	146	0
Uqcrq	70.111111	0	0	0	0	221	116	0	109	185	0
Septin9	70.000000	0	229	0	0	167	234	0	0	0	0
Nolc1	70.000000	0	0	0	0	159	125	97	0	249	0
Ap3s2	70.000000	0	0	0	126	171	0	0	154	179	0
Zdhhc18	69.888889	629	0	0	0	0	0	0	0	0	0
Zbtb37	69.888889	0	0	0	0	358	271	0	0	0	0
Ubac2	69.888889	0	0	154	0	153	0	136	0	186	0
Rps19	69.888889	192	0	66	0	82	0	0	152	137	0
Lars	69.888889	0	0	0	0	114	0	0	303	212	0
Cct8	69.888889	0	0	0	0	237	0	127	103	162	0
Rnasel	69.777778	0	0	0	0	178	0	0	237	213	0
Nrde2	69.777778	0	83	0	0	109	0	0	142	294	0
Kctd9	69.777778	0	0	199	161	0	0	115	0	153	0
Icam5	69.777778	0	0	0	0	419	209	0	0	0	0
Ciao3	69.777778	0	0	0	0	256	0	0	119	253	0
Cdca2	69.777778	0	0	199	161	0	0	115	0	153	0
Adnp2	69.777778	0	0	0	0	344	284	0	0	0	0
Nat9	69.666667	0	0	0	511	0	0	0	0	116	0
Hrh4	69.666667	0	142	0	270	215	0	0	0	0	0
Fbxl14	69.666667	0	0	0	0	297	0	0	122	208	0
Acp2	69.666667	0	0	0	0	272	0	0	157	198	0
H2az1	69.555556	0	0	0	0	488	138	0	0	0	0
Gm7072	69.555556	0	0	0	0	277	204	0	0	145	0
Uros	69.444444	0	0	0	0	301	188	0	0	136	0
Serinc1	69.444444	0	0	0	0	188	175	0	0	262	0
Orc5	69.444444	0	0	0	0	280	0	0	148	197	0
Mrpl12	69.444444	0	0	0	0	248	0	0	178	199	0
Ddx18	69.444444	0	0	0	0	176	0	0	135	314	0
Bccip	69.444444	0	0	0	0	301	188	0	0	136	0
Mitf	69.333333	0	0	0	0	117	0	0	151	356	0
Cic	69.333333	0	0	0	0	208	116	0	122	178	0
