Target_genes	Stat4|Average	SRX3324130|Natural_Killer_T-Cells	SRX3324132|Natural_Killer_T-Cells	SRX3324134|Natural_Killer_T-Cells	SRX3324136|Natural_Killer_T-Cells	SRX3324138|Natural_Killer_T-Cells	SRX021624|Th1_Cells	SRX021625|Th1_Cells	SRX041279|Th1_Cells	STRING
Slc33a1	57.500000	236	0	120	0	0	104	0	0	0
Rpl14	57.500000	112	0	183	0	0	165	0	0	0
Pxmp4	57.500000	229	0	146	0	85	0	0	0	0
Fibp	57.500000	0	0	0	0	0	460	0	0	0
Erh	57.500000	332	0	128	0	0	0	0	0	0
Cox7c	57.500000	238	0	222	0	0	0	0	0	0
Atxn2l	57.500000	246	0	120	0	94	0	0	0	0
Nktr	57.375000	109	0	183	0	0	167	0	0	0
Map3k3	57.375000	183	0	146	0	130	0	0	0	0
Eno1	57.375000	0	0	0	0	0	459	0	0	0
Atp9b	57.375000	130	0	173	0	0	156	0	0	0
Zswim6	57.250000	0	0	137	0	0	321	0	0	0
Slfn8	57.250000	0	0	0	0	0	458	0	0	0
Runx3	57.250000	156	0	220	0	82	0	0	0	0
Mrpl45	57.250000	227	0	137	0	94	0	0	0	0
Eif2s1	57.250000	165	0	173	0	120	0	0	0	0
Atp6v1d	57.250000	165	0	173	0	120	0	0	0	0
Usp12	57.125000	245	0	212	0	0	0	0	0	0
Pcgf5	57.125000	0	0	0	0	0	457	0	0	0
1810037I17Rik	57.125000	148	0	0	0	0	309	0	0	0
Zc3hav1	57.000000	151	0	103	0	54	148	0	0	0
Sirt2	57.000000	268	0	103	0	85	0	0	0	0
Pold3	57.000000	171	0	159	0	0	126	0	0	0
Nfkbib	57.000000	268	0	103	0	85	0	0	0	0
Mief1	57.000000	197	0	146	0	0	113	0	0	0
Mthfd1l	56.875000	166	0	137	0	0	152	0	0	0
Gbp6	56.875000	0	0	0	0	0	455	0	0	0
Zfp442	56.750000	0	0	0	0	0	454	0	0	0
Mtor	56.750000	175	0	155	0	0	124	0	0	0
Mtmr14	56.750000	177	0	183	0	94	0	0	0	0
Elovl5	56.750000	166	0	164	0	0	124	0	0	0
Ccdc114	56.750000	224	0	0	0	0	230	0	0	0
Ankrd37	56.750000	130	0	155	0	0	169	0	0	0
Clns1a	56.625000	0	0	0	0	0	453	0	0	0
Spen	56.500000	195	0	137	0	120	0	0	0	0
Pds5b	56.500000	177	0	155	0	120	0	0	0	0
Hap1	56.500000	0	0	0	0	0	452	0	0	0
Sart1	56.375000	268	0	183	0	0	0	0	0	0
Napg	56.375000	121	0	0	0	0	330	0	0	0
Mtmr2	56.375000	217	0	146	0	0	88	0	0	0
Yif1b	56.250000	0	0	112	0	0	338	0	0	0
Taf4	56.250000	277	0	173	0	0	0	0	0	0
Tacstd2	56.250000	320	0	0	0	0	130	0	0	0
Sdhaf2	56.250000	179	0	0	0	0	271	0	0	0
Gid8	56.250000	248	0	202	0	0	0	0	0	0
Dido1	56.250000	248	0	202	0	0	0	0	0	0
Cpsf7	56.250000	179	0	0	0	0	271	0	0	0
Mcrs1	56.125000	157	0	0	0	0	292	0	0	0
Fndc3a	56.125000	133	0	0	0	0	316	0	0	0
Elmo2	56.125000	164	0	0	0	0	285	0	0	0
Pnkd	56.000000	177	0	120	0	0	151	0	0	0
Oxnad1	56.000000	213	116	0	0	0	119	0	0	0
Ints13	56.000000	161	0	146	0	0	141	0	0	0
Fgfr1op2	56.000000	161	0	146	0	0	141	0	0	0
Dph3	56.000000	213	116	0	0	0	119	0	0	0
Crb3	56.000000	0	0	0	0	0	448	0	0	0
Ccr1	56.000000	0	0	0	0	0	448	0	0	0
Aamp	56.000000	177	0	120	0	0	151	0	0	0
Rbx1	55.875000	162	0	146	0	139	0	0	0	0
Katna1	55.875000	148	0	0	0	94	205	0	0	0
Hinfp	55.875000	139	0	173	0	0	135	0	0	0
Nop53	55.750000	103	0	128	0	0	215	0	0	0
Klra3	55.750000	0	0	0	0	0	446	0	0	0
Cox19	55.750000	0	0	0	0	0	265	181	0	0
Tmcc1	55.625000	187	0	0	0	159	99	0	0	0
Serp1	55.625000	240	0	103	0	102	0	0	0	0
Rpa2	55.625000	275	0	0	0	170	0	0	0	0
Pank3	55.625000	167	0	88	0	0	190	0	0	0
Nolc1	55.625000	207	0	137	0	0	101	0	0	0
Naa35	55.625000	278	0	0	0	0	167	0	0	0
Mycbp	55.625000	139	0	202	0	0	104	0	0	0
Eif2a	55.625000	240	0	103	0	102	0	0	0	0
U2surp	55.500000	186	0	0	0	0	169	89	0	0
Tpm2	55.500000	0	0	0	0	0	444	0	0	0
Rptor	55.500000	0	0	0	0	0	323	121	0	0
Rpl31	55.500000	114	0	192	0	0	138	0	0	0
Epc1	55.500000	235	0	106	0	0	103	0	0	0
Csrnp1	55.500000	0	0	0	0	0	444	0	0	0
Stard3	55.375000	0	0	0	0	0	443	0	0	0
Ost4	55.375000	130	0	164	0	149	0	0	0	0
Kifc1	55.375000	157	0	137	0	0	149	0	0	0
Epha2	55.375000	0	0	0	0	0	443	0	0	0
Dnajc16	55.375000	168	0	90	0	0	185	0	0	0
Asb1	55.375000	185	0	128	0	0	130	0	0	0
Txndc11	55.250000	148	0	183	0	111	0	0	0	0
Sting1	55.250000	0	0	0	0	0	342	0	100	0
Spdye4b	55.250000	187	0	0	0	0	255	0	0	0
Rbak	55.250000	187	0	0	0	0	255	0	0	0
Nipa2	55.250000	189	0	0	0	0	253	0	0	0
Cltb	55.250000	0	0	0	0	0	442	0	0	0
Thrap3	55.125000	222	0	128	0	0	91	0	0	0
Snd1	55.125000	178	0	137	0	0	126	0	0	0
Stxbp3	55.000000	118	0	183	0	139	0	0	0	0
Slx4ip	55.000000	296	0	144	0	0	0	0	0	0
Skp1	55.000000	0	0	183	0	0	257	0	0	0
Mkks	55.000000	296	0	144	0	0	0	0	0	0
Rnps1	54.875000	163	0	120	0	0	156	0	0	0
Prpf18	54.875000	187	0	0	0	0	252	0	0	0
Polr3d	54.875000	0	0	0	0	0	439	0	0	0
H2bc3	54.875000	205	0	0	114	120	0	0	0	0
Wdr1	54.750000	153	0	183	0	102	0	0	0	0
Tyw1	54.750000	196	0	242	0	0	0	0	0	0
Sbds	54.750000	196	0	242	0	0	0	0	0	0
Qtrt2	54.750000	148	0	120	0	170	0	0	0	0
Ccdc191	54.750000	148	0	120	0	170	0	0	0	0
Nop2	54.625000	0	0	103	0	0	334	0	0	0
Apobr	54.625000	172	0	0	0	0	265	0	0	0
Vrk1	54.500000	0	0	212	0	0	224	0	0	0
Scgb1c1	54.500000	0	0	0	0	0	227	209	0	0
Pbld2	54.500000	101	0	112	0	0	223	0	0	0
Mapk6	54.500000	137	0	187	0	0	112	0	0	0
Hnrnph3	54.500000	101	0	112	0	0	223	0	0	0
Eif3f	54.500000	281	0	155	0	0	0	0	0	0
Arf1	54.500000	142	0	155	0	139	0	0	0	0
Abcf2	54.500000	281	0	155	0	0	0	0	0	0
Zfp672	54.375000	214	0	0	0	0	221	0	0	0
Lin37	54.375000	134	0	155	0	0	146	0	0	0
Ldah	54.250000	0	0	0	0	0	434	0	0	0
Blcap	54.250000	160	0	0	0	0	274	0	0	0
Sap30	54.125000	193	0	88	0	0	152	0	0	0
Ranbp2	54.125000	189	0	0	0	0	244	0	0	0
Hibch	54.125000	152	0	137	0	0	144	0	0	0
Fnbp4	54.125000	269	0	164	0	0	0	0	0	0
Smndc1	54.000000	154	0	136	0	142	0	0	0	0
Prmt5	54.000000	166	0	146	0	120	0	0	0	0
H4bc24	54.000000	185	0	0	0	0	247	0	0	0
H2bc23	54.000000	185	0	0	0	0	247	0	0	0
H2ac24	54.000000	185	0	0	0	0	247	0	0	0
H2ac23	54.000000	185	0	0	0	0	247	0	0	0
Zfp180	53.875000	143	0	120	0	0	168	0	0	0
Zc3h10	53.875000	153	0	278	0	0	0	0	0	0
Urm1	53.875000	248	0	183	0	0	0	0	0	0
Polg	53.875000	114	0	0	0	0	317	0	0	0
Mrpl30	53.875000	130	0	0	0	0	301	0	0	0
Mitd1	53.875000	130	0	0	0	0	301	0	0	0
Capg	53.875000	193	0	0	0	0	238	0	0	0
Zfp868	53.750000	191	0	128	0	0	111	0	0	0
Sugp2	53.750000	238	0	192	0	0	0	0	0	0
Pole4	53.750000	130	0	197	0	103	0	0	0	0
Cwf19l2	53.750000	177	0	0	0	0	253	0	0	0
Cln5	53.750000	157	0	103	0	170	0	0	0	0
Cdkn2aip	53.750000	190	0	120	0	120	0	0	0	0
Bcl2l11	53.750000	152	0	157	0	0	121	0	0	0
Armc6	53.750000	238	0	192	0	0	0	0	0	0
Pnrc1	53.625000	154	0	141	0	0	134	0	0	0
Nrd1	53.625000	154	0	120	0	0	155	0	0	0
Ehd4	53.625000	185	0	0	0	130	114	0	0	0
Zfp207	53.500000	258	0	0	0	170	0	0	0	0
Pdcd5	53.500000	0	0	137	0	0	146	145	0	0
Slc39a8	53.375000	256	0	0	0	0	171	0	0	0
Pigm	53.375000	207	0	0	0	159	61	0	0	0
Ifit3b	53.375000	213	0	0	0	0	214	0	0	0
Vwa5a	53.250000	0	0	0	0	0	426	0	0	0
Son	53.250000	263	0	163	0	0	0	0	0	0
Gart	53.250000	263	0	163	0	0	0	0	0	0
Cmah	53.250000	0	0	0	0	0	426	0	0	0
Sf3b4	53.125000	193	0	232	0	0	0	0	0	0
Exoc7	53.125000	270	0	155	0	0	0	0	0	0
Cant1	53.125000	121	0	120	0	0	184	0	0	0
Camk2a	53.125000	0	0	0	0	0	319	0	106	0
Parp6	53.000000	139	0	183	0	102	0	0	0	0
Gm6460	53.000000	195	0	0	0	0	229	0	0	0
Cog2	53.000000	130	0	155	0	139	0	0	0	0
Bdp1	53.000000	197	0	120	0	0	107	0	0	0
Xpo1	52.875000	153	0	139	0	0	131	0	0	0
Sgf29	52.875000	0	0	0	0	0	423	0	0	0
Pnpo	52.875000	0	0	0	0	0	423	0	0	0
Cnot4	52.875000	0	0	183	0	130	110	0	0	0
Bcl2a1b	52.875000	0	0	0	0	0	423	0	0	0
Aatf	52.875000	148	0	155	0	120	0	0	0	0
Wdr89	52.750000	143	0	173	0	0	106	0	0	0
Ndfip2	52.750000	102	0	95	0	0	225	0	0	0
Lbh	52.750000	0	0	141	0	0	281	0	0	0
Hnrnpa2b1	52.750000	90	0	110	0	0	222	0	0	0
Dock10	52.750000	185	0	0	0	0	237	0	0	0
Cbx3	52.750000	90	0	110	0	0	222	0	0	0
Nt5dc3	52.625000	121	0	120	0	0	180	0	0	0
Rbm25	52.500000	292	0	0	0	0	128	0	0	0
Ptpre	52.500000	420	0	0	0	0	0	0	0	0
H2-T9	52.500000	220	0	80	0	120	0	0	0	0
H2-T22	52.500000	220	0	80	0	120	0	0	0	0
Gm6034	52.500000	220	0	80	0	120	0	0	0	0
Armc1	52.500000	326	0	0	0	94	0	0	0	0
Xab2	52.375000	187	0	95	0	0	137	0	0	0
Tgoln2	52.375000	292	0	0	0	0	127	0	0	0
Tgoln1	52.375000	292	0	0	0	0	127	0	0	0
Rpl26	52.375000	227	0	192	0	0	0	0	0	0
Pet100	52.375000	187	0	95	0	0	137	0	0	0
Nr1h2	52.375000	187	0	232	0	0	0	0	0	0
Npm1	52.375000	167	0	137	0	0	115	0	0	0
Nip7	52.375000	207	0	212	0	0	0	0	0	0
Cog8	52.375000	207	0	212	0	0	0	0	0	0
Scaf8	52.250000	143	0	145	0	0	130	0	0	0
Pars2	52.250000	0	0	0	0	0	418	0	0	0
Gimap8	52.250000	0	0	0	0	0	264	154	0	0
Faim	52.250000	0	0	0	0	0	418	0	0	0
Zbed4	52.125000	215	0	202	0	0	0	0	0	0
Psmd11	52.125000	0	0	0	0	0	417	0	0	0
P4ha1	52.125000	139	0	155	0	123	0	0	0	0
Lrrc8a	52.125000	262	0	155	0	0	0	0	0	0
Ddx5	52.125000	194	85	0	0	0	138	0	0	0
Cep95	52.125000	194	85	0	0	0	138	0	0	0
Tgds	52.000000	121	0	146	0	149	0	0	0	0
Slc25a3	52.000000	112	0	192	0	0	112	0	0	0
Pcm1	52.000000	161	0	0	0	149	106	0	0	0
Msh6	52.000000	162	0	137	0	0	117	0	0	0
Mrpl42	52.000000	197	0	0	0	0	219	0	0	0
Itprip	52.000000	0	0	0	0	0	416	0	0	0
Hspb9	52.000000	0	0	0	0	0	416	0	0	0
Ube2z	51.875000	157	0	128	0	0	130	0	0	0
Csnk1g2	51.875000	141	0	0	0	0	274	0	0	0
Tsacc	51.750000	139	0	164	0	111	0	0	0	0
Rpl36a	51.750000	0	0	0	0	0	414	0	0	0
Glt28d2	51.750000	0	0	0	0	0	414	0	0	0
Gcnt4	51.750000	0	0	0	0	0	414	0	0	0
Cct3	51.750000	139	0	164	0	111	0	0	0	0
Tbc1d7	51.625000	139	0	128	0	0	146	0	0	0
Srd5a3	51.625000	161	0	137	0	0	115	0	0	0
Mff	51.625000	167	0	0	0	0	246	0	0	0
Dffb	51.625000	187	0	0	0	0	226	0	0	0
Cep104	51.625000	187	0	0	0	0	226	0	0	0
Myc	51.500000	0	0	0	0	0	412	0	0	0
Fam110a	51.500000	0	0	0	0	0	412	0	0	0
Cstf3	51.500000	248	0	164	0	0	0	0	0	0
Tmem267	51.375000	0	0	0	0	0	193	218	0	0
Strada	51.375000	121	0	128	0	0	162	0	0	0
Mrpl39	51.375000	0	0	0	0	111	195	105	0	0
Atxn7l2	51.375000	157	0	137	0	0	117	0	0	0
Zfp213	51.250000	227	0	183	0	0	0	0	0	0
Tent4a	51.250000	148	0	0	0	0	262	0	0	0
Pigv	51.250000	410	0	0	0	0	0	0	0	0
Paip1	51.250000	0	0	0	0	0	410	0	0	0
Fnip1	51.250000	0	0	0	0	0	410	0	0	0
Aldh18a1	51.250000	0	0	0	0	0	410	0	0	0
Secisbp2	51.125000	139	0	120	0	0	150	0	0	0
Larp4	51.125000	148	0	95	0	0	166	0	0	0
Farsb	51.125000	0	0	0	0	0	409	0	0	0
Exoc2	51.125000	0	0	0	0	0	179	230	0	0
Atr	51.125000	197	0	212	0	0	0	0	0	0
1700065D16Rik	51.125000	197	0	212	0	0	0	0	0	0
Ddx3x	51.000000	0	0	0	0	0	408	0	0	0
Nup107	50.875000	270	0	137	0	0	0	0	0	0
Hs3st3b1	50.875000	170	0	120	0	117	0	0	0	0
Gins4	50.875000	0	0	252	0	0	155	0	0	0
Ephx1	50.875000	0	0	0	0	0	407	0	0	0
Tomm6	50.750000	130	0	155	0	0	121	0	0	0
St6gal1	50.750000	0	0	0	0	0	406	0	0	0
Slc39a10	50.750000	70	0	85	0	0	251	0	0	0
Ulk2	50.625000	162	100	0	0	0	143	0	0	0
Dnm2	50.625000	157	0	137	0	111	0	0	0	0
Rlf	50.500000	139	0	112	0	0	153	0	0	0
Grsf1	50.500000	0	0	0	0	0	404	0	0	0
Bcl2a1c	50.500000	0	0	0	0	0	404	0	0	0
Tle4	50.375000	184	0	124	0	0	95	0	0	0
Ubap1	50.250000	0	0	0	0	0	402	0	0	0
Chid1	50.250000	207	0	0	0	0	195	0	0	0
Cela1	50.250000	167	0	0	0	0	235	0	0	0
Arf4	50.250000	114	0	120	0	61	107	0	0	0
Afmid	50.250000	116	0	0	0	0	286	0	0	0
Adrm1	50.250000	121	0	198	0	83	0	0	0	0
AA467197	50.250000	0	0	0	0	0	240	162	0	0
Ufl1	50.125000	148	0	95	0	0	158	0	0	0
Rtn4	50.125000	153	0	0	0	0	248	0	0	0
Oacyl	50.125000	0	0	0	0	0	401	0	0	0
Nab1	50.125000	155	0	137	0	0	109	0	0	0
Hyls1	50.125000	157	0	0	0	0	244	0	0	0
Zfp953	50.000000	0	0	0	0	0	400	0	0	0
Shld2	50.000000	141	0	156	0	103	0	0	0	0
Rpl22l1	50.000000	149	0	137	0	0	114	0	0	0
Pgrmc2	50.000000	164	0	236	0	0	0	0	0	0
Glud1	50.000000	141	0	156	0	103	0	0	0	0
Dad1	50.000000	217	0	183	0	0	0	0	0	0
Banp	50.000000	201	0	0	0	0	199	0	0	0
Ano10	50.000000	266	0	0	0	0	134	0	0	0
Abhd4	50.000000	217	0	183	0	0	0	0	0	0
Zbtb11	49.875000	167	0	232	0	0	0	0	0	0
Sft2d1	49.875000	177	0	222	0	0	0	0	0	0
Poli	49.875000	0	0	0	0	170	229	0	0	0
Mpp4	49.875000	0	0	0	0	0	399	0	0	0
Ints12	49.875000	103	0	112	0	0	184	0	0	0
Gstcd	49.875000	103	0	112	0	0	184	0	0	0
AW549877	49.875000	167	0	137	0	0	95	0	0	0
H2-T24	49.750000	284	0	0	0	0	114	0	0	0
Gbp9	49.750000	0	0	0	0	0	398	0	0	0
Cul7	49.750000	0	0	0	0	0	263	0	135	0
Tmem41b	49.625000	248	0	0	0	149	0	0	0	0
Rps28	49.625000	214	0	183	0	0	0	0	0	0
Cenpa	49.625000	103	0	0	0	0	294	0	0	0
Pdia4	49.500000	103	0	145	0	0	148	0	0	0
Hint1	49.500000	0	0	128	0	0	268	0	0	0
Rasal3	49.375000	0	0	0	0	0	395	0	0	0
Icos	49.375000	141	0	0	0	0	254	0	0	0
Cfl1	49.375000	0	0	0	0	0	395	0	0	0
Actr1b	49.375000	0	0	0	0	0	395	0	0	0
Ppa1	49.250000	0	0	0	0	0	394	0	0	0
Pilrb2	49.250000	0	0	0	0	0	394	0	0	0
Ncs1	49.250000	0	0	0	0	0	394	0	0	0
Zbtb5	49.125000	290	0	103	0	0	0	0	0	0
Vamp4	49.125000	0	0	0	0	0	393	0	0	0
Skiv2l	49.125000	148	0	128	0	0	117	0	0	0
Rps2	49.125000	205	0	188	0	0	0	0	0	0
Nelfe	49.125000	148	0	128	0	0	117	0	0	0
Cwc25	49.125000	148	0	0	0	0	245	0	0	0
Tssk6	49.000000	280	0	112	0	0	0	0	0	0
Trmt10a	49.000000	127	0	120	0	0	145	0	0	0
Sf3b2	49.000000	148	0	0	0	149	95	0	0	0
Ndufa13	49.000000	280	0	112	0	0	0	0	0	0
Mttp	49.000000	127	0	120	0	0	145	0	0	0
Xcl1	48.875000	183	0	0	0	0	208	0	0	0
Shc1	48.875000	177	0	103	0	111	0	0	0	0
Setd3	48.875000	130	0	124	0	0	137	0	0	0
Polm	48.875000	288	0	103	0	0	0	0	0	0
Gigyf2	48.875000	112	0	146	0	0	133	0	0	0
Cks1b	48.875000	177	0	103	0	111	0	0	0	0
Ccnk	48.875000	130	0	124	0	0	137	0	0	0
Arhgap10	48.875000	0	0	0	0	0	391	0	0	0
Actg1	48.875000	116	115	160	0	0	0	0	0	0
Uqcrfs1	48.750000	177	0	0	0	0	213	0	0	0
Mapkap1	48.750000	217	0	173	0	0	0	0	0	0
Csnk2a1	48.750000	150	0	120	0	120	0	0	0	0
Chmp1b	48.750000	217	0	173	0	0	0	0	0	0
Tmem179b	48.625000	112	0	95	0	0	182	0	0	0
Paf1	48.625000	167	0	128	0	94	0	0	0	0
Med29	48.625000	167	0	128	0	94	0	0	0	0
Ccdc62	48.625000	197	0	192	0	0	0	0	0	0
Atad2	48.625000	139	0	112	0	0	138	0	0	0
Wbp11	48.500000	130	0	128	0	130	0	0	0	0
Ppp3r1	48.500000	102	0	103	0	0	183	0	0	0
Polg2	48.500000	132	0	95	0	0	161	0	0	0
Eprs	48.500000	103	0	172	0	0	113	0	0	0
BC049715	48.500000	130	0	128	0	130	0	0	0	0
Ucp2	48.375000	0	0	0	0	0	387	0	0	0
Rbm4	48.375000	139	0	146	0	102	0	0	0	0
Nadk	48.375000	140	0	137	0	0	110	0	0	0
Kifc5b	48.375000	130	0	120	0	0	137	0	0	0
Spata5	48.250000	146	0	0	0	0	240	0	0	0
Rasgef1a	48.250000	0	0	0	0	0	386	0	0	0
Nudt6	48.250000	146	0	0	0	0	240	0	0	0
Nub1	48.250000	130	0	172	0	0	84	0	0	0
Lrrc58	48.250000	0	0	0	0	0	386	0	0	0
Ints3	48.250000	120	0	164	0	102	0	0	0	0
Evi2a	48.250000	167	0	0	0	0	219	0	0	0
Evi2	48.250000	167	0	0	0	0	219	0	0	0
Cdk11b	48.250000	177	0	0	0	0	209	0	0	0
Aunip	48.250000	0	0	0	0	0	386	0	0	0
Ube3b	48.125000	149	0	112	0	0	124	0	0	0
Tubb4b	48.125000	145	0	143	0	97	0	0	0	0
Relch	48.125000	0	0	120	0	0	265	0	0	0
Psma1	48.125000	0	0	164	0	0	221	0	0	0
Pign	48.125000	0	0	120	0	0	265	0	0	0
Kctd10	48.125000	149	0	112	0	0	124	0	0	0
Btrc	48.125000	0	0	120	0	149	116	0	0	0
Nabp2	48.000000	147	0	0	0	0	237	0	0	0
Mypop	48.000000	0	0	0	0	102	282	0	0	0
Kbtbd3	48.000000	105	0	170	0	0	109	0	0	0
Gpatch4	48.000000	0	0	0	0	0	384	0	0	0
Wdr53	47.875000	240	0	0	0	0	143	0	0	0
Rhbdd2	47.875000	0	0	212	0	0	171	0	0	0
Msl2	47.875000	129	0	103	0	0	151	0	0	0
Fiz1	47.875000	236	0	0	0	0	147	0	0	0
Fbxo45	47.875000	240	0	0	0	0	143	0	0	0
Btg3	47.875000	0	0	0	0	0	383	0	0	0
Rtn3	47.750000	0	0	252	0	130	0	0	0	0
Iigp1	47.750000	0	0	0	0	0	382	0	0	0
Ift46	47.750000	217	0	0	0	0	165	0	0	0
Fam172a	47.750000	0	0	128	0	0	254	0	0	0
Epn1	47.750000	207	0	0	0	0	175	0	0	0
Eif4ebp2	47.750000	247	0	0	0	0	135	0	0	0
Cdca8	47.750000	0	0	192	0	0	190	0	0	0
Atp5b	47.750000	177	0	103	0	102	0	0	0	0
9930104L06Rik	47.750000	0	0	192	0	0	190	0	0	0
3110040N11Rik	47.750000	157	0	120	0	0	105	0	0	0
Vps52	47.625000	165	0	216	0	0	0	0	0	0
Rps18	47.625000	165	0	216	0	0	0	0	0	0
Ndufv1	47.625000	148	0	88	0	0	145	0	0	0
Zmym1	47.500000	157	0	103	0	0	120	0	0	0
Sub1	47.500000	128	0	252	0	0	0	0	0	0
Inpp4a	47.500000	0	0	0	0	0	380	0	0	0
Aopep	47.500000	167	0	137	0	0	76	0	0	0
Snip1	47.375000	187	0	192	0	0	0	0	0	0
Slc18a1	47.375000	177	0	0	0	202	0	0	0	0
Pou2f2	47.375000	151	0	0	0	0	228	0	0	0
Mtch1	47.375000	121	0	164	0	94	0	0	0	0
Dnali1	47.375000	187	0	192	0	0	0	0	0	0
Dclre1b	47.375000	157	0	222	0	0	0	0	0	0
Cd37	47.375000	259	0	120	0	0	0	0	0	0
Atp6v1b2	47.375000	177	0	0	0	202	0	0	0	0
Ap4b1	47.375000	157	0	222	0	0	0	0	0	0
Magi3	47.250000	130	0	0	0	0	248	0	0	0
H1f3	47.250000	171	119	0	0	88	0	0	0	0
Dennd1b	47.250000	202	0	0	0	0	176	0	0	0
Crebl2	47.250000	258	0	120	0	0	0	0	0	0
Zfp568	47.125000	0	0	137	0	0	240	0	0	0
Colgalt1	47.125000	213	0	164	0	0	0	0	0	0
Upk2	47.000000	0	0	0	0	0	224	152	0	0
Tnfrsf9	47.000000	171	0	0	0	0	205	0	0	0
Rab7	47.000000	248	0	128	0	0	0	0	0	0
Psmc6	47.000000	144	0	232	0	0	0	0	0	0
Plekhm1	47.000000	0	0	0	0	0	376	0	0	0
Opa1	47.000000	259	0	0	0	0	117	0	0	0
Dhx16	47.000000	130	0	103	0	0	143	0	0	0
Calm2	47.000000	122	0	0	0	0	254	0	0	0
Tom1l2	46.875000	210	0	88	0	77	0	0	0	0
Rps17	46.875000	192	0	183	0	0	0	0	0	0
Pithd1	46.875000	0	0	0	0	0	375	0	0	0
Paox	46.875000	0	0	0	0	0	375	0	0	0
Pafah1b2	46.875000	0	0	0	0	0	375	0	0	0
Fbl	46.875000	0	0	0	0	0	375	0	0	0
Drc3	46.875000	210	0	88	0	77	0	0	0	0
Ddx39b	46.875000	150	0	95	0	0	130	0	0	0
Cd200r1	46.875000	0	0	0	0	0	375	0	0	0
Cc2d1b	46.875000	248	0	127	0	0	0	0	0	0
Sirt1	46.750000	157	0	112	0	105	0	0	0	0
Gtpbp8	46.750000	95	0	0	0	0	279	0	0	0
Eps15l1	46.750000	177	0	0	0	0	197	0	0	0
Eif4g2	46.750000	157	85	132	0	0	0	0	0	0
Clint1	46.750000	250	0	0	0	0	124	0	0	0
Arhgap45	46.750000	151	0	0	0	0	223	0	0	0
Ap1g1	46.750000	241	0	0	0	0	133	0	0	0
Ywhah	46.625000	125	0	143	0	0	105	0	0	0
Nf2	46.625000	227	0	146	0	0	0	0	0	0
Mfsd5	46.625000	227	0	146	0	0	0	0	0	0
Kcnk7	46.625000	0	0	0	0	0	373	0	0	0
Rpl34-ps1	46.500000	235	0	137	0	0	0	0	0	0
Rpl34	46.500000	235	0	137	0	0	0	0	0	0
LOC114841036	46.500000	149	0	0	0	0	223	0	0	0
Fkbp2	46.500000	149	0	0	0	0	223	0	0	0
Aplf	46.500000	217	0	155	0	0	0	0	0	0
Slk	46.375000	0	0	212	0	0	159	0	0	0
Ifi35	46.375000	0	0	0	0	0	371	0	0	0
4833420G17Rik	46.375000	0	0	146	0	0	225	0	0	0
Usp36	46.250000	187	0	183	0	0	0	0	0	0
Pdcd2	46.250000	121	0	0	0	0	249	0	0	0
Mars1	46.250000	217	0	0	0	0	153	0	0	0
Apobec1	46.250000	0	0	0	0	0	370	0	0	0
Ankrd39	46.250000	0	0	80	0	0	153	137	0	0
Smarca4	46.125000	130	0	137	0	102	0	0	0	0
Sar1a	46.125000	0	0	171	0	0	198	0	0	0
Pcbp1	46.125000	133	0	118	0	0	118	0	0	0
Esyt2	46.125000	140	0	0	0	0	229	0	0	0
Ccdc50	46.125000	0	0	0	0	0	369	0	0	0
Zfp639	46.000000	76	0	0	0	0	292	0	0	0
Traf6	46.000000	0	0	0	0	0	368	0	0	0
Smad4	46.000000	171	0	112	0	85	0	0	0	0
Ndufv2	46.000000	0	0	164	0	0	204	0	0	0
Mzf1	46.000000	139	0	0	0	0	229	0	0	0
Mfsd12	46.000000	0	0	0	0	0	368	0	0	0
Lmbr1l	46.000000	121	0	128	0	0	119	0	0	0
Gm51425	46.000000	177	0	0	0	0	191	0	0	0
D10Wsu102e	46.000000	0	0	0	0	0	368	0	0	0
Atad3a	46.000000	177	0	0	0	191	0	0	0	0
Sppl3	45.875000	0	0	138	0	0	229	0	0	0
Siglecf	45.875000	0	0	0	0	0	367	0	0	0
Prdm1	45.875000	121	0	0	0	0	246	0	0	0
Gadd45g	45.875000	150	127	90	0	0	0	0	0	0
Dguok	45.875000	217	0	0	0	0	150	0	0	0
Arap1	45.875000	0	0	0	0	0	367	0	0	0
Trp53rka	45.750000	177	0	0	0	0	189	0	0	0
Socs1	45.750000	186	0	0	0	0	180	0	0	0
Sars2	45.750000	243	0	0	0	0	123	0	0	0
Prr14	45.750000	207	0	0	0	159	0	0	0	0
Mrps12	45.750000	243	0	0	0	0	123	0	0	0
Gpank1	45.750000	167	0	88	0	111	0	0	0	0
Csnk2b	45.750000	167	0	88	0	111	0	0	0	0
Bpgm	45.750000	238	0	128	0	0	0	0	0	0
9430015G10Rik	45.750000	227	0	0	0	139	0	0	0	0
Tspan4	45.625000	0	0	0	0	0	365	0	0	0
Tomm7	45.625000	0	0	222	0	0	143	0	0	0
Slc36a4	45.625000	0	0	0	0	0	365	0	0	0
Rhog	45.625000	97	0	0	0	0	268	0	0	0
Psme1	45.625000	0	0	0	0	0	365	0	0	0
Polr2h	45.625000	130	0	137	0	0	98	0	0	0
Tra2a	45.500000	157	0	0	0	0	207	0	0	0
Sptlc1	45.500000	227	0	137	0	0	0	0	0	0
Pml	45.500000	0	0	0	0	0	364	0	0	0
Hnrnpm	45.500000	227	0	137	0	0	0	0	0	0
